step,p5,p25,p50,p75,p95
334,232.62106602140713,267.54028620349214,296.0979207512766,325.32220705268475,372.9593987943411
335,231.96185350723795,267.5039319138294,296.2342648734205,325.5507088340097,372.13096317761875
336,232.20852380574664,267.68208465646234,296.356146902695,325.48351050073353,373.8913049276391
337,231.35049703667636,268.4224044045792,296.41426019452814,326.0116179434241,374.5825794076718
338,231.7239775967207,268.4079342261965,296.5593661903954,325.80609328419894,373.2770582820474
339,231.96422371974907,268.49115740518664,297.15515114613527,326.482296200668,375.10595333747256
340,232.76556020614564,268.99296430501863,296.9539942011746,326.6475159188027,375.68502748382076
341,232.5827019558111,269.06071811189213,296.62788072957056,326.56322089600684,376.0688825128187
342,231.16557284487408,268.67469825989616,296.6071852779557,327.2163774085799,376.0325452150227
343,232.20233730740674,269.09571162409856,296.5207019324987,326.92320027946187,375.41537471300387
344,232.31604082459577,269.2094259930748,297.50832138348346,327.10854190985026,376.4199362425753
345,232.85302641313461,269.58052440961734,297.3874144329736,328.3556896804133,375.6897173187491
346,232.3831600670216,269.15136819184863,298.34568945740017,328.5487941320189,377.1906171687818
347,232.1979835390321,269.1873822018222,298.18644966860256,328.70471970093223,378.1251320630148
348,232.83269159330357,269.69888429208527,297.9664243888113,329.5944590912074,379.03062449218805
349,233.49637665976252,270.0819593613303,298.1099662530336,329.5011976190526,377.19155609559004
350,232.3106026790806,270.42639123886295,298.7729202846456,329.94215254782193,377.9665650599917
351,233.56048970047013,270.3139856618256,299.23038883518086,329.9596627677882,379.3857983238859
352,232.68179144768288,270.93350272729765,299.55821131282573,330.2000118169863,379.5720404403306
353,234.1651610845541,270.4170270341937,300.1177824139531,329.8160167233183,379.5581430736838
354,233.21991683321133,270.58772526025115,300.1466604234016,330.96253268329457,378.8879864077819
355,233.12414092653475,271.1761912859904,300.3589976647886,330.3071135096675,379.24360855644954
356,233.60473820150574,271.02727724827645,300.9538343903039,330.9600261050847,379.9255106586172
357,233.67782552827796,271.8966623934508,300.9780587822627,331.515302366598,380.59398251626965
358,233.7874158706075,272.24208829626826,301.34325029985985,331.42865003980114,381.75126749135444
359,233.49068857557006,272.3593241105003,301.6431037302216,331.6660653454818,381.9212730112814
360,234.95707114980226,272.57060702915095,302.08846744940166,332.44450736058775,382.36989903672236
361,233.6698338389476,272.8097145247764,302.70625292456793,332.09650467827123,382.9408069274718
362,234.28491061970445,272.1797662118879,303.3431778639374,332.7654613824694,383.2196594103094
363,234.0896739600625,272.31800435686955,303.4785567585576,333.4276412068824,383.75777971661535
364,233.64547279200383,272.6752916161201,303.9910119277838,333.133159313902,383.88677832523183
365,234.5607904017791,273.3795812439755,303.6032477954725,332.8982658534342,384.7956690508556
366,233.9526177613375,273.3030063748085,304.21887506098767,333.4128082558275,385.5808819369947
367,234.02101806084826,273.1058894891875,303.9199040805902,333.36390523476564,387.7545493392353
368,233.85347451487024,272.8305944230159,304.2995559735929,334.1460160544522,387.2229810348898
369,234.15031446974993,273.7661615099442,304.2698983282902,334.70964477606947,388.19290935748546
370,234.78368752943203,274.5524586051989,304.41803517065847,334.2041964754877,387.98850283470637
371,235.05554191796023,275.2719352891387,305.14739139162043,334.0775090498443,386.6011349773142
372,234.1634807669228,275.3993412574388,305.1824992177372,334.74305176285895,386.1443040064903
373,234.27895079875606,274.8461496051484,306.178453395049,334.2851333470532,387.62254048990496
374,234.20337297389818,275.1625170528077,306.0538531091213,334.2793339296154,386.0602107219035
375,234.77069299657583,276.06640559029313,306.0399896949583,335.58834087801495,387.83882778503414
376,234.27305152607826,275.70373340480216,305.6653137054605,335.71879312391496,388.01372635436906
377,234.3995499265448,276.23527142865714,305.5934946911934,336.0378831332521,388.81922119458153
378,234.32103609863915,275.88319018558377,305.57070710027415,336.1786032283354,389.10061661884913
379,233.80516044491756,276.48032133522275,306.1185436982373,336.1307021798666,388.97916175257905
380,234.93634646840076,276.56959953422245,306.69161912000646,336.2760762542964,390.73933033167845
381,234.22141892006744,276.56660779063526,306.85768024809084,336.8740981536486,390.53677266211776
382,235.10587564785789,276.26977482395495,306.7967495558784,337.47006590411337,389.92777558199856
383,233.9502109581292,276.75298902453596,306.6732259767996,338.5316097101311,390.22922826412736
384,233.55737840730492,277.00820365433,307.9218150285394,338.05342827728634,390.5962197922723
385,235.50058896117318,277.598048836051,308.0081821836042,337.4862023034207,390.8314141449922
386,235.3302415885765,277.6841630456182,307.20438164944244,338.1058401856206,390.9165954172908
387,234.79884334150594,278.0542137688773,307.9116979349685,339.38508399095963,392.49702449449285
388,234.8163571278267,278.892697652667,307.33826090462736,338.7955896114028,392.0323854821395
389,235.02969826522994,279.1030044827289,307.51832472368795,339.2551760803157,391.77913359391346
390,233.64784620131567,278.5138761649655,307.70173744314206,339.8442661495785,393.1272396564033
391,233.84995275877642,278.49833196344275,308.60136157845443,339.7165264040712,391.0724248067367
392,233.05747773173644,279.26834532428313,308.0177608621267,339.985881309788,393.0158779825578
393,234.84288608652318,279.52010252865523,308.3535157256464,340.31879439027597,392.6326734840661
394,234.63570573813794,280.2237976989618,308.7448372317283,341.4839611424549,395.1309630483779
395,233.7060691567554,280.09945140639076,308.9245861524428,341.8474092049712,394.4213484124363
396,234.39739617461464,279.7701034326624,308.80928700851877,342.2384128850846,394.59687458682964
397,234.65441089083444,280.2809529463268,309.3665554682782,342.2560921191657,396.00080048515645
398,236.38627881273243,280.1233253768949,309.7757076508865,342.190184184332,397.2127692508613
399,236.40381274733144,279.53763063435747,309.9721098333093,343.0226904378118,399.20244138169295
400,237.29875475284967,280.03997190055725,310.15638005820193,343.8772588952071,397.70731849637366
401,236.71017590517636,279.8808619516201,311.1959725019178,343.28732306463394,397.57847583791175
402,237.11252072374984,279.74426022381425,310.98257647606204,344.23050072774384,398.0948012780705
403,237.76345489934505,280.04158734808,311.1845241916074,344.2907519934027,397.9311232860628
404,237.97988641924525,280.0782326244499,310.9551021424501,345.54663447616343,398.39233188307304
405,237.92966794264484,279.79183758569684,311.95492310467506,345.42474839240174,399.59124350099336
406,237.84473653252545,280.0112672498899,311.6980278820861,345.34696422186215,399.10741562159365
407,238.8720018618998,280.9809083533176,311.77891737769414,345.7042554385474,400.9014724149183
408,238.9731104704154,281.74400828188766,312.3106901517192,346.47130002688107,400.30612160572946
409,238.59345336663645,282.1023433697357,312.5790900103127,346.62915122113696,400.9862214405641
410,238.50377401975075,281.5116064379223,311.7110980615446,346.0568392895741,399.6072076619288
411,239.65671512076275,281.7734144626668,312.0116330984943,346.72389262183174,400.9732412347432
412,238.0650414117519,281.59472341192907,312.28227240003184,347.07250225829705,401.14455177126797
413,239.4754450942238,282.4556290525203,313.06941340496144,346.9883184357809,401.00697608085875
414,239.14240527010736,282.38136324419946,313.31243670355065,347.84449885237245,400.7180382057681
415,238.96620892956804,283.09281143903195,313.8932663884384,348.4343990167964,402.2937174195754
416,238.9080978890192,283.50559305297804,314.1845186025195,348.4891164942848,403.774525816703
417,239.48077299879182,283.4656044095863,314.4933467216392,348.8704663509358,403.51440592462416
418,239.56651733713258,284.30603715904965,314.28221832418444,349.13178153625955,404.1314803628514
419,240.32810398091235,283.5993906948119,315.17067827199605,349.6662222128256,403.9822622903284
420,240.89276695202474,283.35783390843665,315.41146810065595,350.480712878228,405.05894202770406
421,241.55844461971378,283.73630209352655,315.49827374993345,350.84618964791696,405.726064380635
422,241.28113847539709,283.28620995375314,315.8073646293573,350.7513936175949,405.8421047663115
423,241.78854644466648,282.9357705318303,316.27926740314706,350.81548718471004,408.19789620779443
424,241.47458658237082,283.852820371707,316.21077345284993,350.2027951434843,407.28546221818766
425,241.5531021464913,284.11503683091456,316.54592956491524,351.472938143627,408.3011556020159
426,241.248599856054,283.38056143932704,316.5970998883514,350.5389783923608,407.4099263729265
427,240.97335208901958,283.7412901246887,315.9987595048715,351.6129390776014,408.6831966854551
428,240.80629785841973,283.8233344131469,315.83639681255613,352.3087295877779,408.804773767231
429,241.8323664045277,284.58272101401974,316.3425012150375,351.76452173696964,409.8819502033371
430,241.1108245485391,284.4069853706968,316.649183987366,352.4908416143608,410.51525393028203
431,240.25460030460567,284.9975360787269,317.1172694308461,352.06940486423247,409.89412724243584
432,241.40698244704865,284.99584397018236,318.0319327322461,352.47383343601376,409.9620800598709
433,240.40205804927868,286.10717044781865,317.79987631912223,353.3300637103217,410.4495052470474
434,242.50954558019683,286.8474470107531,318.10364630081887,353.3691399517355,409.56344147828725
435,243.65496080825815,286.72915687613107,317.69753448693245,354.67252834851774,410.74438052973045
436,242.59984177830205,286.50400395648853,318.0701549109152,354.6330431618349,412.253992851026
437,242.99825756694895,287.34172626102475,318.39015007960063,354.357340586238,412.61728791239096
438,244.71520504051702,287.573537244561,318.6505609928451,355.4761898257515,414.78229949105946
439,244.10079925540973,287.5504458090071,319.30236741448346,357.0752593901114,411.87876105370617
440,244.01404829492512,287.4317824162498,319.45193203659767,357.5695725287519,413.6581705779107
441,244.51652477942278,287.45444698301196,319.2010636362824,357.52755536099073,413.62722934229913
442,244.9135734483862,287.8217680916203,318.74706362066763,357.03393895065636,413.39628367467276
443,244.44843786365234,288.63175755851984,318.92583187996985,357.956068373427,414.7284068964695
444,246.41340147179,288.7213910423696,319.1703989457634,358.6268390427067,415.67327848993557
445,245.83235101489424,288.43550136687736,319.5505852295861,357.95111142517027,415.52771284267794
446,247.11720586099236,288.6624584746178,320.0779933351837,358.86672316904543,416.3605040797693
447,246.74181468143524,288.85294394006775,319.58202802660367,359.23908403953976,418.33303944279237
448,245.8700396083897,288.9992654380345,320.08386847561434,359.25628852826446,416.7273417394878
449,246.46552061217153,288.59617619853054,320.5005005748764,360.4600742248562,418.38630825506465
450,247.07381698392425,288.68377276195974,320.2438198267506,358.8514614660342,420.862586976522
451,247.46569733080594,289.5149078126082,320.4616818204745,359.41216123719823,420.47408557639363
452,248.90893156132068,289.53147425788086,321.4940292159431,359.9487848660341,420.0158873179351
453,249.39458559718307,289.64011677105555,321.72627763131584,360.80005612727996,419.8006220831254
454,249.1725085252733,290.18556041400825,321.98964910121913,360.6188522756947,419.25429553158045
455,248.45046465902647,290.1613596775186,322.07128693454956,361.86326046086134,418.51364869603583
456,248.3176900369212,290.3131353778858,322.10163044246303,361.56090039211335,419.96620257395296
457,250.19393393390885,290.6436883016362,322.1486933057062,362.7882620301794,422.28430696846726
458,248.93049260817375,289.5046805599172,322.1411311434314,362.0373975011822,422.493321070908
459,248.91533240435538,290.19292229420836,323.6336572134743,361.66067062129724,421.78443242270987
460,249.0506915031337,289.71350808893686,323.14087690117094,362.2753657816568,422.3675542250929
461,249.68642841877292,290.73719281686397,323.07990537351736,362.91148474394237,422.286389254052
462,249.20381875303414,290.6904822008722,323.85164692587585,363.1719818736012,422.4603260300617
463,250.18308538234697,290.06117068087553,323.9219187678349,362.7358706391676,418.9074894608896
464,249.7865191320171,290.4610351905772,324.0315270811502,363.19108108765573,420.7772497604015
465,248.86585091539874,291.085682763083,325.10281556557106,363.21112416720035,422.0850447660147
466,249.47048150595558,291.6050844998414,325.99380222996336,363.821991220782,422.2407518875047
467,248.51384757063963,292.3418956830051,325.9545183853595,364.92578677888,422.9503421073924
468,249.6141474737109,292.38108029802726,326.5437412638063,365.5456038754778,421.33159909070685
469,250.24011148059043,292.99247989514816,326.5868701023111,365.5813797278414,420.52471560774586
470,250.56040530964128,293.0165744316249,326.0883608147085,365.2013060209609,422.3499333157595
471,249.869686413518,292.73442951025214,326.2613052537487,365.4640175087888,425.08305289439824
472,250.56480500000916,293.41683112528074,326.75960359334,366.3949284368856,425.57406093324045
473,251.23931070152804,292.8603790117743,326.857988578103,366.15351359317805,423.8304205007258
474,251.48759936609716,293.4703048423387,328.0616273272699,366.83888706700185,424.9997186345391
475,251.75759208355618,293.6657536536386,328.8761981926001,367.0994868803721,424.4191392835333
476,251.58162792856,293.74149606206834,329.1318733259676,367.7335665789036,424.9377756210166
477,252.90479373394888,294.13871265538404,328.7040300429733,367.40011181517787,426.59172849899096
478,252.90083256729386,294.41843502750737,329.9700537003191,367.95821550584435,428.09111322711857
479,253.21966648380092,294.75321718029437,329.9287986519026,367.0377374204628,427.27555965520673
480,253.14251562977353,295.10853024771154,330.08827354009725,367.21148313075247,428.44854167026233
481,253.89939473331668,294.66910584399477,329.5331376118547,367.7029624787482,427.2916718263187
482,253.69301412199985,296.01530431422725,329.6864338642488,369.55135432866456,427.73693648510385
483,253.92587269819398,296.50924709200007,330.4043416236649,370.07538482864027,429.0957905551161
484,253.5078670598166,296.0161188632228,329.9175362100749,369.82263630525074,429.4092863962621
485,253.84588070448387,295.9119847937474,329.5435818241019,370.68552715455985,430.69090324778324
486,253.97710853401784,296.7071036404003,330.54801149490686,370.73813433791236,429.5291710646228
487,253.32713885396683,296.4280161089532,329.66782820148273,370.97246992560724,430.0777558443913
488,253.97276522671254,296.9692743351881,330.4698557312511,371.53725012274367,430.75884499904646
489,254.41496177709172,296.96261035267645,330.38416387369574,371.73097824218723,429.3256527940691
490,254.23309457231898,297.06092334545633,331.6962469081471,371.8005149578993,431.7266898621288
491,254.25573670800983,297.13736426333753,331.7516091334909,372.8374377247124,431.8635820314522
492,253.54061214979345,297.53548123693236,331.80194897925963,373.5752835538419,431.48596637850795
493,252.83566653527387,296.90490071059025,331.71988515639646,374.14802474527863,433.9202645637322
494,252.94158268806638,297.64242791381685,332.5011541952102,374.49436726363365,433.5649162213041
495,251.79938166691443,297.1357324388648,332.6867041165149,374.53765455823714,433.972375600132
496,252.83247932723026,297.7729418669684,333.35409895817077,375.20608177089025,436.4772626040621
497,252.93428511402715,298.2965042150101,334.332924787014,375.6398369995305,436.8877165817996
498,253.0175165316419,297.8491981305895,335.0579256427236,376.52391559767113,436.55758111608475
499,252.8627589756453,298.2554562184163,335.0238807513789,375.4800867281226,437.51280503719477
500,252.25558699402427,297.90058990635646,334.4487789191843,375.8959702449778,440.3202961226808
501,252.95342769105648,298.90425291370224,336.03079051753673,376.6070275090626,441.4132425880049
502,253.12985834860862,299.5029766464204,336.2266835608324,376.6063600237455,441.9043372996064
503,254.60020468166684,299.37529561551895,336.2679678609612,376.86238215597183,440.92314768514973
504,254.34549408281262,299.47094439322814,336.02665553653117,376.9423860415367,439.96190999317946
505,254.1204313743442,299.46380723911784,336.8235529721044,377.0593421352879,440.87233465259175
506,255.4232645886989,300.06732271403735,337.36257385697616,378.0649955864854,443.10887769429564
507,255.25679442228596,300.16173460115715,338.0519987964046,378.4172141837114,440.8673416026843
508,254.96771053016687,300.1741234271667,337.27996314792216,379.12791348248504,442.8512488177199
509,255.5343255787413,300.3862192253018,336.9783161062894,379.17583943358454,443.54842645651956
510,255.0373963070117,300.6269668679674,337.6192354259215,379.47860297358966,443.07884109757686
511,254.71657356371955,300.4244725349828,338.51156700984257,380.5220440465447,443.4987503989049
512,254.17617377066412,300.1638046514364,338.6774757845029,380.3666525605365,444.4612411540619
513,254.30693010652283,300.7284821203274,338.978213220772,380.0409497264427,444.9839011642277
514,255.1153078735269,301.57565440945854,339.0104950477526,381.53462110702526,445.56200182233596
515,254.47995505901724,301.32185774869964,338.62587389084786,381.316704943951,445.7160251329811
516,255.8961346381995,300.9660652468539,338.688904200613,382.01098095982036,444.8515874711636
517,256.0291623897473,301.45405323577006,340.088389875497,381.69469935878317,444.9946051995874
518,256.57716948618037,301.1583102443986,340.0939444492071,381.723791011117,446.8595946657341
519,256.9035123717288,301.5750758484249,340.29527879007503,382.5001044086964,447.7489587339389
520,256.5930941364527,301.1482685540059,340.19304974561567,381.9830481362031,447.2841821093865
521,257.0267535629886,302.21974122476223,340.597513619697,382.3955835242404,447.98260500463977
522,255.91487495846022,301.8117928026376,340.47234035029766,382.10691318185854,448.9264033993743
523,257.62731677512426,302.20712257553276,341.0857741588951,383.3599311103253,447.98963770103035
524,257.02036424763133,302.62113748770446,341.23200044896794,382.5019743222855,449.586152374966
525,255.0584288783624,303.3860620842608,341.76216632899036,383.07501786483203,451.132263242822
526,255.80281177586082,303.731729895273,341.498029601109,383.4942373983232,450.53430223694767
527,255.2585216088942,304.25089712007264,341.4617244511262,384.60386012032893,449.8718399603705
528,254.76936872530482,304.1206742421858,343.05389816999605,383.35849260767367,450.3752140418322
529,254.96422258015576,303.6443717952773,342.33348567381427,384.30072708045833,452.4673921650756
530,253.8920189563137,304.1064643633387,342.6194206938952,384.2558934028142,452.05165205661274
531,254.21391308050042,303.926789451066,342.9677672213172,385.7859760173546,452.20178749864283
532,254.8842243365501,304.04310393456393,343.78810341893006,385.45719511721495,453.8699167595018
533,255.99014943221655,305.305535260184,344.76160894962015,386.73352128179204,456.01343774765286
534,254.23562270646494,304.3721364950319,344.42726935915425,387.1854014264727,454.71494373327414
535,254.7536630430616,304.9450662802612,344.00636773727183,387.7803143256402,455.30385347077106
536,256.4967348231036,304.9865808726171,344.0251314301827,387.66181662475447,457.42837163970336
537,254.33089109864076,305.2699642863864,343.6034820935665,388.33599980213137,456.20853354067816
538,254.24333687669895,305.3492645819591,344.0794367268269,389.5065854733637,457.5542754323947
539,255.4198755898547,305.55937414742033,343.6527808959137,388.419948809886,457.08644701218236
540,254.59366980834167,305.50094161825035,344.4194975874798,389.1191103794904,457.42825997360046
541,255.0172061176331,306.66987846521585,344.55200885008276,390.0148309794031,456.0939696451695
542,255.3147311050117,306.9661385973135,344.7087243059343,389.8169055662104,459.7346201183791
543,254.61721290382562,305.82782501988373,344.53195555351283,388.81482899772806,459.70230150219
544,255.12254967038822,306.57336335885947,345.82529229604654,390.2139343378863,461.0934085460933
545,256.18364544391306,306.85785854979406,345.68379332803795,389.7054355628104,462.27671474756596
546,256.49521048320713,307.30046150053374,346.1676958611232,390.41929491811356,461.7848782559346
547,257.3116370323383,307.7828863743264,346.9955401850149,391.1130852222704,462.3438185759249
548,257.03873435888886,308.3469882845643,347.2249848555453,392.1558424227196,461.00274583831595
549,257.5908668863894,308.9212271831182,347.37904673603146,391.48196061300143,462.56378710074983
550,258.1303071912648,308.89626330635923,347.82438225575265,391.7915055640648,462.84232501303137
551,257.8530757879079,309.3503474211046,348.2157590990108,393.8364483303326,463.2919156093525
552,257.7096977132952,309.16872181700705,347.7907604005222,392.7209928799761,463.6904246675058
553,258.3983697960662,310.41478582451634,348.1836902291776,393.9076547821074,465.0839705546805
554,258.974254711751,310.3336088374349,347.68176285093114,395.0992900201782,466.03768632070967
555,259.284696866333,310.4627129951283,348.1007358860645,395.14753656943736,465.57621818313595
556,258.0171445086953,311.00459895233956,347.64997090628447,394.84451654179367,467.0731750612818
557,256.88439278064607,311.08879453723046,348.4394596979264,395.82525318576086,466.42526879274067
558,258.03827503744276,311.0264122855845,348.3955333530556,395.21744595206314,466.68885342795915
559,258.6726416318609,310.5891239106937,349.027513826146,396.2825979368907,466.3682781404023
560,258.44036773238963,310.80258421829865,349.54931230452087,397.1166822996082,467.9952702290154
561,259.02278108590417,311.11756510776934,350.66291246844753,397.7967270680855,469.2836455938125
562,258.2467598830764,310.8168732406565,350.37286062934436,397.2795939302009,470.7592616513463
563,260.0071952361099,310.96417556987114,349.65738776898445,396.9764185649141,471.1608960673844
564,259.8180864128254,311.57208964052256,349.7339152152746,397.7819317281567,470.8524734395959
565,260.0616753953293,311.2340319758693,350.035119224108,397.71959253771945,469.1361435584521
566,260.14185524014033,310.8523735231219,350.5165051784571,397.4868238050814,468.6809210469525
567,260.10966950051676,311.72687685038613,350.4348088849447,398.58879839227166,471.36117259188774
568,259.63584567450965,310.8870121946075,352.1149007700242,398.54542747417815,471.71748183863974
569,259.627819588575,311.3412408525829,352.71650348724484,399.18089578797805,474.0650651739286
570,259.3325698608664,311.24561593686775,352.73370419836044,399.27172908306886,472.51703228884605
571,259.9808252862666,311.0282708509683,353.4918926603748,400.08873965350824,472.68199048630896
572,260.3146540036245,312.0340141380593,353.3105380293673,400.9445325628755,471.56471339538103
573,260.9264319012913,310.87037765194543,353.5874559699775,400.3265865320887,473.3368658580369
574,259.904193947736,311.6743485227389,353.5694268383096,401.0528675843191,471.8787391101743
575,262.0381770548625,312.0745275548185,354.5768325348458,401.01508643913274,472.2148215665575
576,261.82096211079227,312.72704297652785,354.2090750268726,401.51468120480945,472.4260351266751
577,263.1656215215893,312.1863849317063,354.29455845031333,402.4187410160286,470.66299013522735
578,262.87230316067536,312.4815125673069,354.9108857279976,402.050892420769,470.8817231377984
579,262.0677434278096,313.46193166679257,354.6790824645348,403.7723845972643,470.96777476114585
580,262.72353107145915,313.23790077475763,354.79375839084923,404.1522133378742,471.28950931694624
581,261.58766900961706,313.8169910038926,354.93026639859704,403.6386809212336,472.09074859173967
582,262.59320792716886,313.9491427474176,354.9258312419727,405.1888836216327,471.2812424222107
583,262.2759300528545,315.7457024450909,354.600992726149,405.3714062075745,469.8788776960113
584,261.75044302395656,315.094612954131,355.2514020748935,404.469059668209,471.6214036745816
585,261.84145345466646,315.0154177172258,355.75468268383634,404.192271487715,472.35284823288634
586,261.485333263445,315.2697007399547,355.62123411383357,404.2340418257494,471.9558537393573
587,261.973515173866,314.77954670165286,355.8827823559254,403.36032350010373,473.0418585136509
588,262.6755683632605,314.24275017097546,356.6567780024077,405.3772406758833,471.76298466447173
589,262.64357482849175,315.1663732202811,356.5544340208829,406.2602628371866,475.19344484021883
590,263.794009321523,316.0562427056671,356.9957853034954,407.50065240882566,475.9190534874154
591,264.47419709349236,316.9180039173207,356.07170266261045,407.24960023971346,474.67144165629446
592,264.88358904781336,316.88658032673015,356.769829354022,408.4184065325018,476.8710781924315
593,263.74387063666643,317.6786276018436,356.6956748519979,408.1524875760591,480.59407813413793
594,263.38701571764534,316.6447642813147,356.5634553025028,408.3095851502645,479.8613776417789
595,264.0139680593207,317.22122314118974,358.0743089764908,408.25253838617647,480.14993492896656
596,263.354424577606,317.06527311299243,357.6745597259378,409.4259608480135,481.1019938052386
597,264.470223632204,316.5455698461047,357.291819408829,410.6156263693613,480.95522715756823
598,265.54082641010444,317.358222805063,357.83491155228137,409.55781686484454,480.7679476131479
599,265.1754709579563,317.23909263837885,357.61991236204267,409.9668833859328,480.18931363984615
600,263.9361835591491,317.54036366412663,358.09704889715783,409.77695868477315,480.25207917320574
601,263.7306947991957,317.7726591243421,358.959329689671,409.3114946629057,481.900639490347
602,264.494256548161,317.23673945338794,359.4506588156678,409.4011802550076,480.89455518015217
603,265.20850224543915,316.90164608576265,359.12230969288635,409.6498392038822,480.80136779934406
604,264.95854553486663,317.17160192564216,358.87744721518834,409.6974677183303,484.3426563064964
605,265.6010848442074,317.8829793295863,358.7823692374511,411.1120040505174,482.5130016082576
606,265.6261439351437,318.03941939516204,359.36248064653387,410.31359511997886,481.7856004739026
607,266.4730897889317,318.55339741880755,360.6777804218748,410.63362375113843,481.2402315904702
608,264.46831388363665,318.6241106263052,360.1187360629457,411.1230173746986,482.15317123959164
609,265.9593434038744,317.9798741852488,361.1631990285107,410.2956920495577,482.7139873663425
610,265.5794416288199,318.7584573535747,361.0529307185035,411.49926881980304,484.86395733057077
611,266.58363090126267,319.5627277391869,361.18973815776576,411.9134266058251,484.28976165728767
612,265.70553338259737,319.8310305899176,362.3088591050838,412.0790936738072,485.10554989816774
613,266.3503827986193,320.1256808079777,362.65269165939947,412.1457547414157,483.9550754772044
614,266.5770014984636,319.89099153547403,362.8882580240101,412.46301925827305,484.1370595383674
615,265.7281463933425,320.3242869486241,363.68228388308466,412.9765441051532,486.34297087131284
616,264.65428345353496,319.94345205241456,364.1112954463913,412.1778923022177,487.83972924924484
617,264.5195522049116,321.2178093767562,364.64620281291207,412.5130427466462,487.9936895063186
618,265.8955456979329,320.6181478119999,364.5651530003323,413.15810430253157,489.9214023423156
619,265.0540436956741,321.0887408242444,364.6733414767625,413.6381288588974,489.0916867557003
620,264.76738237957204,321.4457794365802,364.6810812181004,414.3320617324836,489.0027800593809
621,265.16104833503897,321.9375584958754,365.4359310997943,414.89612173979174,488.4705030178069
622,266.12897572362414,321.8174169285561,365.4250820292033,415.5301063372465,492.9984117760858
623,264.4927586502357,323.041573212858,365.7272629535014,416.25043903340065,492.498894098686
624,265.3273844217624,322.4229092986809,366.00754199918765,416.5812305664253,489.5571144682171
625,265.2136625283832,323.6318567022086,366.74359200862284,416.8585278110437,490.0989577692254
626,264.8943508998572,323.19850502261113,365.7864415782842,416.56094952872036,491.65726022071516
627,266.67350094616194,323.7978362680225,367.5186310854351,416.46520406011575,493.4985053760066
628,265.9258606374904,324.22049056301705,366.27969902317915,417.3867161414437,494.09046160234266
629,267.41223522154905,324.1855620759863,366.6247680168613,417.6079196025479,493.0199338395829
630,266.9335605729065,323.229933705063,366.70896864736426,418.7786989330313,495.78303735856935
631,265.5981752148431,323.1585217324282,365.8775216623377,418.1142532135344,495.59945551114555
632,266.15258535223745,323.13362242312235,366.9573745548549,418.1113885067204,495.47224479631717
633,266.00744270271144,324.25230874681677,366.8206389395589,418.1152938700595,494.68476352509805
634,267.1460741601687,325.0532280249702,367.28611903032333,419.9532806593073,494.7990078445504
635,266.544719020777,325.2106732195612,367.2340636506814,420.0637316410439,499.03625641463736
636,266.27645687828436,325.7940661311328,367.89466595049583,419.4741916727262,497.2778695899004
637,265.22595315807183,326.3283877846068,367.3712352693768,420.1089829379385,498.8804936366514
638,266.7413343580098,326.1788715666458,368.551338247609,420.2704362787245,498.910537588189
639,265.9208254210321,326.0008573050636,368.1583740487067,422.0693689388574,501.53801444151253
640,264.71975423731084,326.3066436524557,367.1932880522171,421.4895641259692,498.7883666304304
641,265.53389984109094,325.6569039453292,367.75449012370836,420.8291543535072,499.1398328047955
642,266.14196708949373,326.5663506957536,368.4837665178952,421.9206573513634,500.1815713503834
643,265.41519251976854,326.45511606405097,368.790226808321,423.4134353060002,498.2475263990476
644,265.1126921081146,326.6923753441967,370.132027273186,423.1664198650558,498.41492327883344
645,266.32635245974313,326.9331225710745,370.06686583339155,424.2786638363416,500.3002123425123
646,264.9817253194872,327.69948691691707,370.83266274364274,423.873698295411,501.7667219626996
647,266.4664237372855,328.20091725243964,370.28072870091273,422.7947570571879,500.86482034273666
648,266.4871865576428,329.0368623306764,370.47438036523886,424.0127961438821,502.3128762851834
649,266.4654111687852,328.3979190490104,370.5825470845001,423.93314592998445,502.6157325512288
650,266.78192669437266,329.123744868384,371.7396089314442,424.06769747309886,504.9605983820884
651,267.79882878064643,328.2462015018498,372.767342594064,424.17075124020704,503.9353056699605
652,267.1626932473229,329.19764732120683,373.13157216628514,425.4400491152389,505.95780031100014
653,268.9918998932332,328.59548131269366,373.90265276368666,425.725418724734,505.3198380985231
654,268.5627466651444,328.71548516550376,374.41770716408206,425.59067648161675,504.84957041081435
655,268.64735758633134,328.6557437118394,373.9354915031224,426.7561423529321,503.9899915503612
656,268.986084028865,328.8543304326282,374.1209701162338,427.5967443313102,504.5143055858946
657,268.4864926986816,328.6141615620791,373.8004544733644,426.78887405125784,503.87983208500134
658,266.349551853193,328.699094041145,373.64401624868924,426.8933374254468,504.64268461583794
659,267.6650306339029,329.6931848425876,374.5143571327579,427.6152521488751,505.7071908126196
660,266.4445617826175,330.4270158132869,374.6926220635884,427.7272502509734,506.2286503445946
661,266.2740235082168,330.6520978796311,374.9078322049256,428.9915909546097,507.0191249846815
662,265.1059610839974,331.0368565508152,375.4081447943736,429.1289242960643,507.7800760658519
663,265.1456305559853,330.6693304169236,376.0078045957555,427.7591281469427,505.90961010595754
664,265.3091506872411,330.9785766106036,377.9540602042959,427.84485755173205,510.0485916145519
665,267.8261434148238,331.96710895701233,377.358304812818,428.8829336887758,507.9737012211726
666,266.99623076208485,331.52655728165246,378.43914822154443,429.19796256091524,510.33048800750515
667,267.49619452822185,329.9991973538936,378.77066649824667,430.07938501762976,511.4057260476543
668,267.6920064487196,330.47814037595356,378.35836108098954,429.55161708153645,514.5412823125473
